step,active_regime,ttl_steps,transactions,cumulative_transactions,cumulative_entitlement,new_slots_available,selected_this_step,selected_cumulative,expired_this_step,expired_cumulative,pending_after_selection,pending_age_mean_steps,pending_age_p90_steps,pending_age_max_steps
683,2,40,2192,64637,323,11,11,323,1140,39925,24389,16.85341752429374,34.0,40
684,2,40,4562,69199,345,22,22,345,12,39937,28917,15.040806446035203,28.0,40
685,2,40,14,69213,346,1,1,346,2264,42201,26666,13.913897847446187,26.0,40
686,2,40,4689,73902,369,23,23,369,7,42208,31325,12.68363926576217,27.0,40
687,2,40,8040,81942,409,40,40,409,8,42216,39317,10.878500394231503,28.0,40
688,2,40,7885,89827,449,40,40,449,8,42224,47154,9.889086821902701,29.0,40
689,2,40,14,89841,449,0,0,449,13,42237,47155,10.877552751563991,30.0,40
690,2,40,4972,94813,474,25,25,474,263,42500,51839,10.591350141785142,29.0,40
691,2,40,4809,99622,498,24,24,498,13,42513,56611,10.599229831658159,30.0,40
692,2,40,6898,106520,532,34,34,532,7,42520,63468,10.332844898216424,31.0,40
693,2,40,4,106524,532,0,0,532,12,42532,63460,11.326520642924677,32.0,40
694,2,40,2664,109188,545,13,13,545,8,42540,66103,11.826603936281257,33.0,40
695,3,40,2827,112015,560,15,15,560,7,42547,68908,12.297556161838974,34.0,40
696,3,40,6,112021,560,0,0,560,4,42551,68910,13.294790306196488,35.0,40
697,3,40,12,112033,560,0,0,560,1961,44512,66961,13.51014769791371,36.0,40
698,3,40,65,112098,560,0,0,560,7,44519,67019,14.493307867918054,37.0,40
699,3,40,55,112153,560,0,0,560,11,44530,67063,15.476417696792568,38.0,40
700,3,40,6,112159,560,0,0,560,2444,46974,64625,15.547450676982592,33.0,40
701,3,40,18,112177,560,0,0,560,12,46986,64631,16.538302053194286,34.0,40
702,3,40,14,112191,560,0,0,560,4866,51852,59779,15.62441660114756,21.0,40
703,3,40,8,112199,560,0,0,560,1,51853,59786,16.62178436423243,22.0,40
704,3,40,16,112215,561,1,1,561,10,51863,59791,17.613420079945143,23.0,40
705,3,40,2362,114577,572,11,11,572,1120,52983,61022,17.484530169447083,24.0,40
706,3,40,4,114581,572,0,0,572,9,52992,61017,18.479997377779963,25.0,40
707,3,40,309,114890,574,2,2,574,6,52998,61318,19.3803613946965,26.0,40
708,3,40,4,114894,574,0,0,574,1398,54396,59924,19.89795407516187,27.0,40
709,3,40,2313,117207,586,12,12,586,3,54399,62222,20.122882581723506,28.0,40
710,3,40,1788,118995,594,8,8,594,320,54719,63682,20.43258691624007,29.0,40
711,3,40,8,119003,595,1,1,595,1898,56617,61791,20.82911750902235,28.0,40
712,3,40,23,119026,595,0,0,595,11,56628,61803,21.81758167079268,29.0,40
713,3,40,8,119034,595,0,0,595,150,56778,61661,22.770389711487002,30.0,40
714,3,40,681,119715,598,3,3,598,444,57222,61895,23.386347847160515,31.0,40
715,3,40,1879,121594,607,9,9,607,7,57229,63758,23.668276922111733,32.0,40
716,3,40,140,121734,608,1,1,608,25,57254,63872,24.608200776553105,33.0,40
717,3,40,632,122366,611,3,3,611,4,57258,64497,25.357489495635456,34.0,40
718,3,40,918,123284,616,5,5,616,2,57260,65408,25.989129770058707,35.0,40
719,3,40,14,123298,616,0,0,616,5,57265,65417,26.982282892826024,36.0,40
720,3,40,10,123308,616,0,0,616,69,57334,65358,27.964258392239664,37.0,40
721,3,40,4,123312,616,0,0,616,14,57348,65348,28.959906959662117,38.0,40
722,3,40,10,123322,616,0,0,616,4686,62034,60672,29.102287710970465,38.0,40
723,3,40,14,123336,616,0,0,616,6,62040,60680,30.09426499670402,39.0,40
724,3,40,14,123350,616,0,0,616,2180,64220,58514,30.717776942270227,38.0,40
725,3,40,4,123354,616,0,0,616,4461,68681,54057,30.949423756405277,38.0,40
726,3,40,22,123376,616,0,0,616,7,68688,54072,31.935252996005325,39.0,40
727,3,40,12,123388,616,0,0,616,4685,73373,49399,32.16239195125407,40.0,40
728,3,40,10,123398,616,0,0,616,8037,81410,41372,31.631828289664508,40.0,40
729,3,40,4,123402,617,1,1,617,7882,89292,33493,30.65954079957006,39.0,40
730,3,40,28,123430,617,0,0,617,10,89302,33511,31.63030049834383,40.0,40
731,3,40,16,123446,617,0,0,617,4967,94269,28560,31.15640756302521,40.0,40
732,3,40,10,123456,617,0,0,617,4808,99077,23762,30.353463513172294,40.0,40
733,3,40,10,123466,617,0,0,617,6893,105970,16879,27.395461816458322,39.0,40
734,3,40,8,123474,617,0,0,617,3,105973,16884,28.379767827529022,40.0,40
735,3,40,12,123486,617,0,0,617,2658,108631,14238,27.185700238797583,40.0,40
736,3,40,14,123500,617,0,0,617,2824,111455,11428,24.9845992299615,31.0,40
737,3,40,10,123510,617,0,0,617,6,111461,11432,25.953988803358992,32.0,40
738,3,40,10,123520,617,0,0,617,10,111471,11432,26.91812456263121,33.0,40
739,3,40,10,123530,617,0,0,617,57,111528,11385,27.82810715854194,34.0,40
740,3,40,6,123536,617,0,0,617,54,111582,11337,28.754873423304225,35.0,40
741,3,40,22,123558,617,0,0,617,6,111588,11353,29.691271029683783,36.0,40
742,3,40,14,123572,617,0,0,617,15,111603,11352,30.63979915433404,37.0,40
743,3,40,8,123580,617,0,0,617,8,111611,11352,31.610905567300914,38.0,40
595,1,infinite,5434,5434,27,27,27,27,0,0,5407,0.0,0.0,0
596,1,infinite,9319,14753,73,46,46,73,0,0,14680,0.3683242506811989,1.0,1
597,1,infinite,2486,17239,86,13,13,86,0,0,17153,1.170932198449251,2.0,2
598,1,infinite,934,18173,90,4,4,90,0,0,18083,2.059171597633136,3.0,3
599,1,infinite,1816,19989,99,9,9,99,0,0,19890,2.7810960281548516,4.0,4
600,1,infinite,18,20007,100,1,1,100,0,0,19907,3.777867081930979,5.0,5
601,1,infinite,865,20872,104,4,4,104,0,0,20768,4.579593605546996,6.0,6
602,1,infinite,8,20880,104,0,0,104,0,0,20776,5.577445128994994,7.0,7
603,1,infinite,12,20892,104,0,0,104,0,0,20788,6.573648258610737,8.0,8
604,1,infinite,8,20900,104,0,0,104,0,0,20796,7.5707347566839776,9.0,9
605,1,infinite,16,20916,104,0,0,104,0,0,20812,8.564145685181625,10.0,10
606,1,infinite,14,20930,104,0,0,104,0,0,20826,9.557716316143283,11.0,11
607,1,infinite,8,20938,104,0,0,104,0,0,20834,10.55366228280695,12.0,12
608,1,infinite,1082,22020,110,6,6,110,0,0,21910,10.985668644454586,13.0,13
609,1,infinite,8,22028,110,0,0,110,0,0,21918,11.981293913678256,14.0,14
610,1,infinite,1199,23227,116,6,6,116,0,0,23111,12.30963610401973,15.0,15
611,1,infinite,14,23241,116,0,0,116,0,0,23125,13.301578378378379,16.0,16
612,1,infinite,2677,25918,129,13,13,129,0,0,25789,12.822792663538719,17.0,17
613,1,infinite,45,25963,129,0,0,129,0,0,25834,13.798714871874274,18.0,18
614,1,infinite,1278,27241,136,7,7,136,0,0,27105,14.10470392916436,19.0,19
615,1,infinite,8,27249,136,0,0,136,0,0,27113,15.100247113930587,20.0,20
616,1,infinite,6,27255,136,0,0,136,0,0,27119,16.096684981009624,21.0,21
617,1,infinite,2680,29935,149,13,13,149,0,0,29786,15.565668434835157,22.0,22
618,1,infinite,8,29943,149,0,0,149,0,0,29794,16.56122037994227,23.0,23
619,1,infinite,2800,32743,163,14,14,163,0,0,32580,16.057120933087784,24.0,24
620,1,infinite,8,32751,163,0,0,163,0,0,32588,17.052933595188414,25.0,25
621,1,infinite,1121,33872,169,6,6,169,0,0,33703,17.45568643740913,26.0,26
622,1,infinite,4,33876,169,0,0,169,0,0,33707,18.4534963064052,27.0,27
623,1,infinite,6,33882,169,0,0,169,0,0,33713,19.45003411147035,28.0,28
624,1,infinite,10,33892,169,0,0,169,0,0,33723,20.44396999080746,29.0,29
625,1,infinite,24,33916,169,0,0,169,0,0,33747,21.42871958988947,30.0,30
626,1,infinite,6,33922,169,0,0,169,0,0,33753,22.42473261636003,31.0,31
627,1,infinite,4,33926,169,0,0,169,0,0,33757,23.421956927452083,32.0,32
628,1,infinite,6,33932,169,0,0,169,0,0,33763,24.41761691792791,33.0,33
629,1,infinite,20,33952,169,0,0,169,0,0,33783,25.40256933960868,34.0,34
630,1,infinite,150,34102,170,1,1,170,0,0,33932,26.28648473417423,35.0,35
631,1,infinite,12,34114,170,0,0,170,0,0,33944,27.276838321942023,36.0,36
632,1,infinite,8,34122,170,0,0,170,0,0,33952,28.270175541941565,37.0,37
633,1,infinite,8,34130,170,0,0,170,0,0,33960,29.263280329799766,38.0,38
634,1,infinite,10,34140,170,0,0,170,0,0,33970,30.254371504268473,39.0,39
635,1,infinite,16,34156,170,0,0,170,0,0,33986,31.239657506031897,40.0,40
636,1,infinite,12,34168,170,0,0,170,0,0,33998,32.22827813400788,41.0,41
637,1,infinite,3390,37558,187,17,17,187,0,0,37371,30.225335152926064,42.0,42
638,1,infinite,14,37572,187,0,0,187,0,0,37385,31.213641834960544,43.0,43
639,1,infinite,14,37586,187,0,0,187,0,0,37399,32.20158293002487,44.0,44
640,1,infinite,1398,38984,194,7,7,194,0,0,38790,32.009925238463524,45.0,45
641,1,infinite,10,38994,194,0,0,194,0,0,38800,33.0014175257732,46.0,46
642,1,infinite,1141,40135,200,6,6,200,0,0,39935,33.03420558407412,47.0,47
643,1,infinite,14,40149,200,0,0,200,0,0,39949,34.02227840496633,48.0,48
644,1,infinite,2267,42416,212,12,12,212,0,0,42204,33.14920386693205,49.0,49
645,2,infinite,10,42426,212,0,0,212,0,0,42214,34.14111432226276,50.0,50
646,2,infinite,20,42446,212,0,0,212,0,0,42234,35.12447317327272,51.0,51
647,2,infinite,10,42456,212,0,0,212,0,0,42244,36.115921787709496,52.0,52
648,2,infinite,14,42470,212,0,0,212,0,0,42258,37.10362534904633,53.0,53
649,2,infinite,263,42733,213,1,1,213,0,0,42520,37.86874412041392,54.0,54
650,2,infinite,16,42749,213,0,0,213,0,0,42536,38.85412356592063,55.0,55
651,2,infinite,10,42759,213,0,0,213,0,0,42546,39.844756263808584,56.0,56
652,2,infinite,14,42773,213,0,0,213,0,0,42560,40.83132048872181,57.0,57
653,2,infinite,8,42781,213,0,0,213,0,0,42568,41.82345893629017,58.0,58
654,2,infinite,8,42789,213,0,0,213,0,0,42576,42.81541243893273,59.0,59
655,2,infinite,4,42793,213,0,0,213,0,0,42580,43.81129638327853,60.0,60
656,2,infinite,1965,44758,223,10,10,223,0,0,44535,42.84246098574155,61.0,61
657,2,infinite,10,44768,223,0,0,223,0,0,44545,43.83261870019082,62.0,62
658,2,infinite,14,44782,223,0,0,223,0,0,44559,44.81853273188357,63.0,63
659,2,infinite,2500,47282,236,13,13,236,0,0,47046,43.394635038047866,64.0,64
660,2,infinite,12,47294,236,0,0,236,0,0,47058,44.38331420799864,65.0,65
661,2,infinite,4877,52171,260,24,24,260,0,0,51911,41.13634875074647,66.0,66
662,2,infinite,2,52173,260,0,0,260,0,0,51913,42.13472540596768,67.0,67
663,2,infinite,10,52183,260,0,0,260,0,0,51923,43.12641796506365,68.0,68
664,2,infinite,1125,53308,266,6,6,266,0,0,53042,43.195184947777236,69.0,69
665,2,infinite,10,53318,266,0,0,266,0,0,53052,44.18685440699691,70.0,70
666,2,infinite,6,53324,266,0,0,266,0,0,53058,45.181744506012286,71.0,71
667,2,infinite,1400,54724,273,7,7,273,0,0,54451,44.998071660759216,71.0,72
668,2,infinite,8,54732,273,0,0,273,0,0,54459,45.99131456692191,72.0,73
669,2,infinite,322,55054,275,2,2,275,0,0,54779,46.71678928056372,73.0,74
670,2,infinite,1906,56960,284,9,9,284,0,0,56676,46.1186216387889,74.0,75
671,2,infinite,18,56978,284,0,0,284,0,0,56694,47.10366176314954,75.0,76
672,2,infinite,153,57131,285,1,1,285,0,0,56846,47.975020230095346,76.0,77
673,2,infinite,445,57576,287,2,2,287,0,0,57289,48.596240115903576,77.0,78
674,2,infinite,14,57590,287,0,0,287,0,0,57303,49.584122995305655,78.0,79
675,2,infinite,30,57620,288,1,1,288,0,0,57332,50.558536245028954,79.0,80
676,2,infinite,8,57628,288,0,0,288,0,0,57340,51.551342867108474,80.0,81
677,2,infinite,8,57636,288,0,0,288,0,0,57348,52.54401199693102,81.0,82
678,2,infinite,6,57642,288,0,0,288,0,0,57354,53.53841057293301,82.0,83
679,2,infinite,72,57714,288,0,0,288,0,0,57426,54.470030996412774,83.0,84
680,2,infinite,22,57736,288,0,0,288,0,0,57448,55.448788469572484,84.0,85
681,2,infinite,4703,62439,312,24,24,312,0,0,62127,52.1960500265585,85.0,86
682,2,infinite,6,62445,312,0,0,312,0,0,62133,53.19091304137898,86.0,87
683,2,infinite,2192,64637,323,11,11,323,0,0,64314,52.35227166713313,87.0,88
684,2,infinite,4562,69199,345,22,22,345,0,0,68854,49.83440323002295,88.0,89
685,2,infinite,14,69213,346,1,1,346,0,0,68867,50.82480723713825,89.0,90
686,2,infinite,4689,73902,369,23,23,369,0,0,73533,48.532373220186855,90.0,91
687,2,infinite,8040,81942,409,40,40,409,0,0,81533,44.663694455005945,91.0,92
688,2,infinite,7885,89827,449,40,40,449,0,0,89378,41.649913849045625,92.0,93
689,2,infinite,14,89841,449,0,0,449,0,0,89392,42.64323429389655,93.0,94
690,2,infinite,4972,94813,474,25,25,474,0,0,94339,41.35182692205768,94.0,95
691,2,infinite,4809,99622,498,24,24,498,0,0,99124,40.30141035470724,95.0,96
692,2,infinite,6898,106520,532,34,34,532,0,0,105988,38.62090047929954,96.0,97
693,2,infinite,4,106524,532,0,0,532,0,0,105992,39.61940523813118,97.0,98
694,2,infinite,2664,109188,545,13,13,545,0,0,108643,39.62718260725495,98.0,99
695,3,infinite,2827,112015,560,15,15,560,0,0,111455,39.596366246467184,99.0,100
696,3,infinite,6,112021,560,0,0,560,0,0,111461,40.59418092426947,100.0,101
697,3,infinite,12,112033,560,0,0,560,0,0,111473,41.58970333623389,101.0,102
698,3,infinite,65,112098,560,0,0,560,0,0,111538,42.56488371676021,102.0,103
699,3,infinite,55,112153,560,0,0,560,0,0,111593,43.54341222119667,103.0,104
700,3,infinite,6,112159,560,0,0,560,0,0,111599,44.541017392628966,104.0,105
701,3,infinite,18,112177,560,0,0,560,0,0,111617,45.53367318598421,105.0,106
702,3,infinite,14,112191,560,0,0,560,0,0,111631,46.527837249509545,106.0,107
703,3,infinite,8,112199,560,0,0,560,0,0,111639,47.52443142629368,107.0,108
704,3,infinite,16,112215,561,1,1,561,0,0,111654,48.51789456714493,108.0,109
705,3,infinite,2362,114577,572,11,11,572,0,0,114005,48.49626770755668,109.0,110
706,3,infinite,4,114581,572,0,0,572,0,0,114009,49.494531133507,110.0,111
707,3,infinite,309,114890,574,2,2,574,0,0,114316,50.35892613457434,111.0,112
708,3,infinite,4,114894,574,0,0,574,0,0,114320,51.35712911126662,112.0,113
709,3,infinite,2313,117207,586,12,12,586,0,0,116621,51.323406590579744,113.0,114
710,3,infinite,1788,118995,594,8,8,594,0,0,118401,51.536794452749554,114.0,115
711,3,infinite,8,119003,595,1,1,595,0,0,118408,52.53368860212148,115.0,116
712,3,infinite,23,119026,595,0,0,595,0,0,118431,53.52329204346835,116.0,117
713,3,infinite,8,119034,595,0,0,595,0,0,118439,54.51960925033139,117.0,118
714,3,infinite,681,119715,598,3,3,598,0,0,119117,55.203564562572936,118.0,119
715,3,infinite,1879,121594,607,9,9,607,0,0,120987,55.33434170613371,119.0,120
716,3,infinite,140,121734,608,1,1,608,0,0,121126,56.26969436784836,120.0,121
717,3,infinite,632,122366,611,3,3,611,0,0,121755,56.9738244835941,121.0,122
718,3,infinite,918,123284,616,5,5,616,0,0,122668,57.54233377898066,122.0,123
719,3,infinite,14,123298,616,0,0,616,0,0,122682,58.535653152051644,123.0,124
720,3,infinite,10,123308,616,0,0,616,0,0,122692,59.53080070420239,124.0,125
721,3,infinite,4,123312,616,0,0,616,0,0,122696,60.52882734563474,125.0,126
722,3,infinite,10,123322,616,0,0,616,0,0,122706,61.523813016478414,126.0,127
723,3,infinite,14,123336,616,0,0,616,0,0,122720,62.516680247718384,127.0,128
724,3,infinite,14,123350,616,0,0,616,0,0,122734,63.50943503837568,128.0,129
725,3,infinite,4,123354,616,0,0,616,0,0,122738,64.5073326924017,129.0,130
726,3,infinite,22,123376,616,0,0,616,0,0,122760,65.49559302704463,130.0,131
727,3,infinite,12,123388,616,0,0,616,0,0,122772,66.48909360440491,131.0,132
728,3,infinite,10,123398,616,0,0,616,0,0,122782,67.48359694417749,132.0,133
729,3,infinite,4,123402,617,1,1,617,0,0,122785,68.48190739911227,133.0,134
730,3,infinite,28,123430,617,0,0,617,0,0,122813,69.4660662959133,134.0,135
731,3,infinite,16,123446,617,0,0,617,0,0,122829,70.45688721718813,135.0,136
732,3,infinite,10,123456,617,0,0,617,0,0,122839,71.45107009988685,136.0,137
733,3,infinite,10,123466,617,0,0,617,0,0,122849,72.44517252887691,137.0,138
734,3,infinite,8,123474,617,0,0,617,0,0,122857,73.44039004696518,138.0,139
735,3,infinite,12,123486,617,0,0,617,0,0,122869,74.43311982680741,139.0,140
736,3,infinite,14,123500,617,0,0,617,0,0,122883,75.42452576841386,140.0,141
737,3,infinite,10,123510,617,0,0,617,0,0,122893,76.41830698249697,141.0,142
738,3,infinite,10,123520,617,0,0,617,0,0,122903,77.41200784358396,142.0,143
739,3,infinite,10,123530,617,0,0,617,0,0,122913,78.40562837128701,143.0,144
740,3,infinite,6,123536,617,0,0,617,0,0,122919,79.40175237351427,144.0,145
741,3,infinite,22,123558,617,0,0,617,0,0,122941,80.38736467085837,145.0,146
742,3,infinite,14,123572,617,0,0,617,0,0,122955,81.37809767801228,146.0,147
743,3,infinite,8,123580,617,0,0,617,0,0,122963,82.37273814074152,147.0,148
