step,active_regime,max_pending_cases,transactions,cumulative_transactions,cumulative_entitlement,new_slots_available,selected_this_step,selected_cumulative,evicted_this_step,evicted_cumulative,pending_after_selection_and_cap
693,2,infinite,4,106524,532,0,0,532,0,0,105992
694,2,infinite,2664,109188,545,13,13,545,0,0,108643
695,3,infinite,2827,112015,560,15,15,560,0,0,111455
696,3,infinite,6,112021,560,0,0,560,0,0,111461
697,3,infinite,12,112033,560,0,0,560,0,0,111473
698,3,infinite,65,112098,560,0,0,560,0,0,111538
699,3,infinite,55,112153,560,0,0,560,0,0,111593
700,3,infinite,6,112159,560,0,0,560,0,0,111599
701,3,infinite,18,112177,560,0,0,560,0,0,111617
702,3,infinite,14,112191,560,0,0,560,0,0,111631
703,3,infinite,8,112199,560,0,0,560,0,0,111639
704,3,infinite,16,112215,561,1,1,561,0,0,111654
705,3,infinite,2362,114577,572,11,11,572,0,0,114005
706,3,infinite,4,114581,572,0,0,572,0,0,114009
707,3,infinite,309,114890,574,2,2,574,0,0,114316
708,3,infinite,4,114894,574,0,0,574,0,0,114320
709,3,infinite,2313,117207,586,12,12,586,0,0,116621
710,3,infinite,1788,118995,594,8,8,594,0,0,118401
711,3,infinite,8,119003,595,1,1,595,0,0,118408
712,3,infinite,23,119026,595,0,0,595,0,0,118431
713,3,infinite,8,119034,595,0,0,595,0,0,118439
714,3,infinite,681,119715,598,3,3,598,0,0,119117
715,3,infinite,1879,121594,607,9,9,607,0,0,120987
716,3,infinite,140,121734,608,1,1,608,0,0,121126
717,3,infinite,632,122366,611,3,3,611,0,0,121755
718,3,infinite,918,123284,616,5,5,616,0,0,122668
719,3,infinite,14,123298,616,0,0,616,0,0,122682
720,3,infinite,10,123308,616,0,0,616,0,0,122692
721,3,infinite,4,123312,616,0,0,616,0,0,122696
722,3,infinite,10,123322,616,0,0,616,0,0,122706
723,3,infinite,14,123336,616,0,0,616,0,0,122720
724,3,infinite,14,123350,616,0,0,616,0,0,122734
725,3,infinite,4,123354,616,0,0,616,0,0,122738
726,3,infinite,22,123376,616,0,0,616,0,0,122760
727,3,infinite,12,123388,616,0,0,616,0,0,122772
728,3,infinite,10,123398,616,0,0,616,0,0,122782
729,3,infinite,4,123402,617,1,1,617,0,0,122785
730,3,infinite,28,123430,617,0,0,617,0,0,122813
731,3,infinite,16,123446,617,0,0,617,0,0,122829
732,3,infinite,10,123456,617,0,0,617,0,0,122839
733,3,infinite,10,123466,617,0,0,617,0,0,122849
734,3,infinite,8,123474,617,0,0,617,0,0,122857
735,3,infinite,12,123486,617,0,0,617,0,0,122869
736,3,infinite,14,123500,617,0,0,617,0,0,122883
737,3,infinite,10,123510,617,0,0,617,0,0,122893
738,3,infinite,10,123520,617,0,0,617,0,0,122903
739,3,infinite,10,123530,617,0,0,617,0,0,122913
740,3,infinite,6,123536,617,0,0,617,0,0,122919
741,3,infinite,22,123558,617,0,0,617,0,0,122941
742,3,infinite,14,123572,617,0,0,617,0,0,122955
743,3,infinite,8,123580,617,0,0,617,0,0,122963
